"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",2.496228,"
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",2.203571,"
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",0.910084,"
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.741402,"
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.647366,"
"OECDE,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.250386,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",0.596817,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.80722,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",0.978917,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.3006,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",-0.106022,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.227428,"
"G-7,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.452704,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",0.675,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.41322,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",0.84622,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.6,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.6,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",-0.3,"
"G-20,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",1.3,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",3.289328579,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",-2.386860268,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",6.862033339,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",2.590967539,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",1.454924047,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",1.278982569,"
"COL,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",1.563993432,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",-0.062097,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.986212,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",2.250638,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",0.535206,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.611326,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.795109,"
"EA19,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.318413,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",2.211155404,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.63662855,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",0.738159321,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.114534767,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.55178849,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.339217019,"
"LTU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.510920899,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",-1.126194097,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",0.220955997,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",5.680977147,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.578321209,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",2.603867086,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",2.223281076,"
"SAU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",2.600000004,"
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",2.749959006,"
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.295793535,"
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",1.904892223,"
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.456475084,"
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.409652358,""P"""
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.773878296,""P"""
"BGR,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.637268325,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",1.743347379,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.685959201,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",0.584544541,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",0.509786487,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",1.528180723,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",1.26165134,""P"""
"ROU,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",1.280571889,""P"""
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",0.201414,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",1.932395,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",2.165104,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",0.680433,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.739648,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.667357,"
"EU27_2020,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",0.358164,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",2.62191064,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",2.014343968,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",3.731256965,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.731065665,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",0.236830025,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",0.633650077,"
"CRI,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",-0.15922356,"
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q1"",7.338585143,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q2"",0.652864973,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q3"",2.422074724,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2021-Q4"",1.518524786,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",2.782257971,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",1.486252465,""P"""
"HRV,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",-0.369506236,""P"""
"ARG,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",1.70,""P"""
"RUS,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q1"",-3.4,""P"""
"RUS,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q2"",-3.4,""P"""
"RUS,""QGDP"",""TOT"",""PC_CHGPP"",""Q"",""2022-Q3"",-3.4,""P"""
