"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",2.5,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",2.4,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",2.6,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",3,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",3,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",3.7,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",3.8,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.9491458,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.417732,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.901141,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.492462,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.624698,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.346806,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",2.639767,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.555145,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.41215,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.164304,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",3.776601,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",3.697797,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",3.612431,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",3.662138,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",4.143755,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",4.775446,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",5.399314,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",6.046056,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",6.336789,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",5.712895,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",5.583018,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",5.670053,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",5.03514,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.878558,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-0.08432493,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.980385,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.085299,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.532603,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.200489,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",2.305802,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.455713,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.673044,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.621353,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",4.521952,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",4.14362,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",3.576085,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",6.564141,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.140189,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",6.959978,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",6.792627,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",7.425469,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",6.7615,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",6.760589,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",6.878597,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",6.85378,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",5.936319,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",3.535093,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",3.75904,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",4.666879,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",6.084819,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",5.893823,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",5.878606,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",5.805815,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",5.592072,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",6.000148,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",6.239542,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",7.374881,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",7.355108,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",7.070139,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",7.279974,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",7.453677,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",7.682503,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.652621,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",7.986339,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",8.150806,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.695423,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.69975,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",8.406816,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",7.796619,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.557045,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.809827,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.890501,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.881871,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.127263,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.009115,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.416874,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.386017,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.697442,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.4203,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.166806,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.711637,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",6.42074,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",6.171134,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",9.727198,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",9.555596,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",8.761191,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.552932,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",10.28758,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",11.95917,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",14.532,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",14.32519,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",9.878943,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",2.515723,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",3.327338,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",3.057554,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.954342,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.680965,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.854594,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",3.011515,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",3.377778,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.074402,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.533569,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.071174,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.314437,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",3.242769,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",3.655353,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",4.537522,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",5.391304,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",5.744125,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",6.33131,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",6.792778,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",6.534824,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",6.893617,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",7.508533,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",6.519898,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",2.6,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",2.4,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",3.2,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",4.3,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",4.7,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",4.4,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",5,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",5.5,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",5.9,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",6.8,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",7.8,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",8.6,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",9.4,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",8.5,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",11,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",12.4,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",13.9,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",15.5,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",15.6,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",16.1,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",17.2,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",17.9,"
"POL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",17.5,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.301269,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.4816082,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",0.4546154,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",0.5528197,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.244394,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",0.5075029,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.46604,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",1.535882,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",1.478887,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",1.83108,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",2.583629,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",2.744237,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",3.33974,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",4.194359,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",5.33119,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",7.204314,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.999125,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.727304,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",9.060604,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.944199,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",9.281168,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",10.13933,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",9.93645,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.7373795,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.8498583,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.359773,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.586402,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.204635,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.886248,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",3.278688,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",3.791737,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.581448,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",5.084746,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.590062,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.819209,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",8.367117,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",9.044944,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",10.39687,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",11.71221,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",12.55531,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",13.25633,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",13.6289,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",14.06761,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",14.16982,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",14.89247,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",15.34759,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.457077,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-0.01649076,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.341928,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.229122,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.717201,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.732454,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",2.881537,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",3.301745,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.007239,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",5.366842,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.516243,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",6.549901,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",6.132215,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",7.623083,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",9.818375,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",8.344685,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",8.727353,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",10.2163,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",10.77025,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",10.54911,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.871986,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",7.264828,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",6.809555,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.583439,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.357371,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.686083,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.243917,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.830343,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.330008,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.380454,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.052986,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.511341,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",2.810339,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",3.272997,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",3.869276,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",3.688367,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",4.291909,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",5.966897,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",6.360725,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.26601,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.681004,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",8.488443,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",9.831681,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",10.83762,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",10.85325,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",11.46453,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",-0.5443183,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-0.5040331,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",-0.2452262,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",0.3278633,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",0.5509537,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",0.6044704,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",0.6787792,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",0.8815961,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",0.9423667,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",1.241863,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",1.532864,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",1.5311,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",1.648788,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",2.150872,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",2.386192,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",2.548044,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",2.942478,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",3.384971,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",3.433475,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",3.45212,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",3.252485,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",2.996002,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",2.960212,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",14.97368,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",15.61091,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",16.19024,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",17.14015,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",16.59285,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",17.52533,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",18.95168,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",19.25266,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",19.58257,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",19.89002,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",21.31253,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",36.0809,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",48.69082,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",54.43857,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",61.14454,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",69.97107,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",73.49595,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",78.6184,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",79.60205,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",80.2076,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",83.45249,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",85.51479,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",84.38926,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.7,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.6,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.1,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.4,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",2.1,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",3,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.8,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",4.6,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",4.8,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",4.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",5.5,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.2,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",7.8,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.2,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",8.8,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.6,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.8,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",9.6,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",9.3,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.39977,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.676215,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",2.619762,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",4.159695,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",4.992707,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",5.391451,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",5.365475,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",5.251272,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",5.390349,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",6.221869,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",6.809003,"
"USA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",7.036403,"
