"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.258937,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.396032,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.51534,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",7.61707,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.555435,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.957476,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.307304,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.155358,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.828939,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",9.325147,"
"COL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",10.82893,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.1234037,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.327995,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.793282,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",7.140482,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",9.227226,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",16.40493,"
"LVA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",21.74609,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",5.306026,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",5.697166,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",0.4452417,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",1.06134,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",1.611091,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",2.2835,"
"SAU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",2.911538,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.060307,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.835993,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.827135,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.627102,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.147012,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.046298,"
"EA19,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.312802,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",40.6471,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",48.46569,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",51.89367,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",51.39849,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",52.76676,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",60.96348,"
"ARG,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",77.63295,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.8332189,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.235482,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",5.414587,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",9.253412,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",14.11356,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",18.91488,"
"LTU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",22.70795,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",2.629681,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",4.218097,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.549928,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.740916,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.065111,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.875472,"
"G-20,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.317506,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.380096,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.178012,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.089958,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.938272,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.547396,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.827782,"
"EU27_2020,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",10.29057,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",12.81666,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",12.81666,"
